Ead,cV,cN,cH,Z,rmsd,rmaxsd,dminNS,daveNS,dminHS,daveHS,mult,chir,q,mu,Egap,cnN,dcnN,cnS,dcnS,aminS,amaxS,aminN,amaxN,adispN,adispH
   0.888,   0.446,   0.448,   0.897,   6,   0.050,   0.423,   6.156,     nan,   6.156,   6.156,   1,   0.000,   0.001,  -0.000,   0.466,   3,   0,   3,   1,   2.074,   2.110,   2.039,   2.155,   2.537,   2.537
   0.908,   0.446,   0.448,   0.897,   6,   0.048,   0.414,   7.379,     nan,   7.379,   7.379,   1,   0.000,  -0.001,  -0.000,   0.466,   3,   0,   3,   1,   2.081,   2.099,   2.039,   2.155,   2.647,   2.647
   0.877,   0.446,   0.448,   0.897,   6,   0.047,   0.362,   3.644,     nan,   3.644,   3.644,   1,   0.000,   0.007,   0.000,   0.466,   3,   0,   3,   1,   2.076,   2.113,   2.039,   2.155,   2.478,   2.478
   0.870,   0.446,   0.448,   0.897,   6,   0.044,   0.337,   4.851,     nan,   4.851,   4.851,   1,   0.000,  -0.006,   0.000,   0.466,   3,   0,   3,   1,   2.079,   2.103,   2.039,   2.155,   2.660,   2.660
   0.723,   0.446,   0.448,   0.897,   6,   0.029,   0.341,   5.091,     nan,   5.091,   5.091,   1,   0.000,   0.001,   0.000,   0.466,   3,   0,   3,   1,   2.059,   2.136,   2.039,   2.155,   2.937,   2.937
   0.770,   0.446,   0.448,   0.897,   6,   0.032,   0.330,   6.528,     nan,   6.528,   6.528,   1,   0.000,  -0.004,   0.000,   0.466,   3,   0,   3,   1,   2.032,   2.115,   2.039,   2.155,   2.981,   2.981
   0.686,   0.446,   0.448,   0.897,   6,   0.167,   0.326,   2.807,     nan,   2.807,   2.807,   1,   0.000,   0.004,  -0.000,   0.466,   3,   0,   3,   1,   1.980,   2.188,   2.039,   2.155,   2.879,   2.879
   0.620,   0.446,   0.448,   0.897,   6,   0.171,   0.340,   4.286,     nan,   4.286,   4.286,   1,   0.000,  -0.006,   0.000,   0.466,   3,   0,   3,   1,   1.981,   2.143,   2.039,   2.155,   2.984,   2.984
   0.848,   0.446,   0.448,   0.897,   6,   0.251,   0.479,   5.347,     nan,   5.347,   5.347,   1,   0.000,   0.003,   0.000,   0.466,   3,   0,   3,   1,   2.018,   2.153,   2.039,   2.155,   2.814,   2.814
   0.563,   0.446,   0.448,   0.897,   6,   0.141,   0.272,   2.781,     nan,   2.781,   2.781,   1,   0.000,   0.015,   0.000,   0.466,   3,   0,   3,   1,   1.918,   2.276,   2.039,   2.155,   1.202,   1.202
  -0.795,   0.446,   0.448,   0.897,   6,   0.124,   0.645,   2.722,     nan,   2.722,   2.722,   1,   0.000,  -0.086,   0.000,   0.466,   3,   0,   3,   0,   1.729,   2.598,   2.039,   2.155,   1.755,   1.755
   0.751,   0.446,   0.448,   0.897,   6,   0.026,   0.385,   4.240,     nan,   4.240,   4.240,   1,   0.000,  -0.005,   0.000,   0.466,   3,   0,   3,   1,   2.001,   2.207,   2.039,   2.155,   1.802,   1.802
   0.363,   0.446,   0.448,   0.897,   6,   0.032,   0.322,   4.928,     nan,   4.928,   4.928,   1,   0.000,  -0.023,   0.000,   0.466,   3,   0,   3,   1,   1.930,   2.167,   2.039,   2.155,   2.077,   2.077
   1.024,   0.446,   0.448,   0.897,   6,   0.028,   0.354,   5.397,     nan,   5.397,   5.397,   1,   0.000,   0.003,   0.000,   0.466,   3,   0,   3,   1,   2.070,   2.128,   2.039,   2.155,   1.339,   1.339
   0.928,   0.446,   0.448,   0.897,   6,   0.034,   0.372,   5.385,     nan,   5.385,   5.385,   1,   0.000,   0.006,   0.000,   0.466,   3,   0,   3,   1,   2.064,   2.124,   2.039,   2.155,   1.611,   1.611
   0.721,   0.446,   0.448,   0.897,   6,   0.040,   0.378,   6.824,     nan,   6.824,   6.824,   1,   0.000,  -0.001,   0.000,   0.466,   3,   0,   3,   1,   2.054,   2.113,   2.039,   2.155,   1.712,   1.712
   0.698,   0.446,   0.448,   0.897,   6,   0.057,   0.300,   7.239,     nan,   7.239,   7.239,   1,   0.000,  -0.003,  -0.000,   0.466,   3,   0,   3,   1,   2.063,   2.112,   2.039,   2.155,   1.918,   1.918
   0.803,   0.446,   0.448,   0.897,   6,   0.213,   0.449,   8.083,     nan,   8.083,   8.083,   1,   0.000,  -0.003,   0.000,   0.466,   3,   0,   3,   1,   2.070,   2.103,   2.039,   2.155,   1.403,   1.403
   0.833,   0.446,   0.448,   0.897,   6,   0.242,   0.500,   8.057,     nan,   8.057,   8.057,   1,   0.000,   0.000,  -0.000,   0.466,   3,   0,   3,   1,   2.073,   2.103,   2.039,   2.155,   1.596,   1.596
   0.821,   0.446,   0.448,   0.897,   6,   0.392,   0.769,   9.461,     nan,   9.461,   9.461,   1,   0.000,   0.001,   0.000,   0.466,   3,   0,   3,   1,   2.062,   2.102,   2.039,   2.155,   1.678,   1.678
   0.862,   0.446,   0.448,   0.897,   6,   0.403,   0.787,   9.721,     nan,   9.721,   9.721,   1,   0.000,   0.001,  -0.000,   0.466,   3,   0,   3,   1,   2.072,   2.098,   2.039,   2.155,   1.843,   1.843
   0.822,   0.446,   0.448,   0.897,   6,   0.401,   0.782,   6.269,     nan,   6.269,   6.269,   1,   0.000,   0.001,   0.000,   0.466,   3,   0,   3,   1,   2.074,   2.097,   2.039,   2.155,   1.706,   1.706
   0.790,   0.446,   0.448,   0.897,   6,   0.390,   0.763,   6.588,     nan,   6.588,   6.588,   1,   0.000,   0.000,   0.000,   0.466,   3,   0,   3,   1,   2.069,   2.098,   2.039,   2.155,   1.933,   1.933
   0.765,   0.446,   0.448,   0.897,   6,   0.282,   0.567,   5.108,     nan,   5.108,   5.108,   1,   0.000,   0.004,   0.000,   0.466,   3,   0,   3,   1,   2.071,   2.101,   2.039,   2.155,   1.296,   1.296
   0.792,   0.446,   0.448,   0.897,   6,   0.267,   0.541,   4.916,     nan,   4.916,   4.916,   1,   0.000,  -0.001,   0.000,   0.466,   3,   0,   3,   1,   2.063,   2.104,   2.039,   2.155,   1.588,   1.588
   0.939,   0.446,   0.448,   0.897,   6,   0.067,   0.372,   3.695,     nan,   3.695,   3.695,   1,   0.000,   0.002,   0.000,   0.466,   3,   0,   3,   1,   2.074,   2.115,   2.039,   2.155,   1.790,   1.790
   0.882,   0.446,   0.448,   0.897,   6,   0.056,   0.435,   4.181,     nan,   4.181,   4.181,   1,   0.000,  -0.007,   0.000,   0.466,   3,   0,   3,   1,   2.081,   2.104,   2.039,   2.155,   2.132,   2.132
   0.423,   0.446,   0.448,   0.897,   6,   0.049,   0.380,   2.756,     nan,   2.756,   2.756,   1,   0.000,   0.016,   0.000,   0.466,   3,   0,   3,   1,   2.064,   2.101,   2.039,   2.155,   1.056,   1.056
   0.831,   0.446,   0.448,   0.897,   6,   0.047,   0.383,   2.367,     nan,   2.367,   2.367,   1,   0.000,  -0.024,  -0.000,   0.466,   3,   0,   3,   1,   2.066,   2.104,   2.039,   2.155,   1.600,   1.600
   0.670,   0.446,   0.448,   0.897,   6,   0.033,   0.349,   1.330,     nan,   1.330,   1.330,   1,   0.000,   0.196,   0.000,   0.466,   3,   0,   3,   1,   2.045,   2.153,   2.039,   2.155,   2.158,   2.158
   0.749,   0.446,   0.448,   0.897,   6,   0.039,   0.337,   2.338,     nan,   2.338,   2.338,   1,   0.000,  -0.047,  -0.000,   0.466,   3,   0,   3,   1,   2.030,   2.131,   2.039,   2.155,   2.684,   2.684
   0.199,   0.446,   0.448,   0.897,   6,   0.259,   0.550,   1.350,     nan,   1.350,   1.350,   1,   0.000,   0.203,  -0.000,   0.466,   3,   0,   3,   1,   2.063,   2.109,   2.039,   2.155,   0.164,   0.164
   0.704,   0.446,   0.448,   0.897,   6,   0.251,   0.478,   2.368,     nan,   2.368,   2.368,   1,   0.000,  -0.044,   0.000,   0.466,   3,   0,   3,   1,   2.009,   2.179,   2.039,   2.155,   0.654,   0.654
   0.728,   0.446,   0.448,   0.897,   6,   0.196,   0.392,   6.183,     nan,   6.183,   6.183,   1,   0.000,   0.002,   0.000,   0.466,   3,   0,   3,   1,   2.034,   2.113,   2.039,   2.155,   0.469,   0.469
   0.796,   0.446,   0.448,   0.897,   6,   0.180,   0.363,   4.904,     nan,   4.904,   4.904,   1,   0.000,  -0.003,  -0.000,   0.466,   3,   0,   3,   1,   2.019,   2.123,   2.039,   2.155,   0.595,   0.595
   0.710,   0.446,   0.448,   0.897,   6,   0.024,   0.334,   5.144,     nan,   5.144,   5.144,   1,   0.000,   0.004,   0.000,   0.466,   3,   0,   3,   1,   2.017,   2.126,   2.039,   2.155,   0.871,   0.871
   0.763,   0.446,   0.448,   0.897,   6,   0.020,   0.338,   4.302,     nan,   4.302,   4.302,   1,   0.000,  -0.008,   0.000,   0.466,   3,   0,   3,   1,   2.009,   2.166,   2.039,   2.155,   1.129,   1.129
   0.845,   0.446,   0.448,   0.897,   6,   0.024,   0.326,   7.637,     nan,   7.637,   7.637,   1,   0.000,   0.001,   0.000,   0.466,   3,   0,   3,   1,   2.051,   2.111,   2.039,   2.155,   0.752,   0.752
   0.858,   0.446,   0.448,   0.897,   6,   0.026,   0.330,   6.633,     nan,   6.633,   6.633,   1,   0.000,  -0.003,  -0.000,   0.466,   3,   0,   3,   1,   2.061,   2.132,   2.039,   2.155,   0.900,   0.900
   0.949,   0.446,   0.448,   0.897,   6,   0.042,   0.405,   7.390,     nan,   7.390,   7.390,   1,   0.000,   0.005,   0.000,   0.466,   3,   0,   3,   1,   2.080,   2.096,   2.039,   2.155,   1.075,   1.075
   0.847,   0.446,   0.448,   0.897,   6,   0.045,   0.414,   6.873,     nan,   6.873,   6.873,   1,   0.000,  -0.002,   0.000,   0.466,   3,   0,   3,   1,   2.073,   2.104,   2.039,   2.155,   1.268,   1.268
   0.853,   0.446,   0.448,   0.897,   6,   0.215,   0.452,   9.674,     nan,   9.674,   9.674,   1,   0.000,   0.002,   0.000,   0.466,   3,   0,   3,   1,   2.083,   2.096,   2.039,   2.155,   0.923,   0.923
   0.819,   0.446,   0.448,   0.897,   6,   0.203,   0.432,   8.931,     nan,   8.931,   8.931,   1,   0.000,  -0.002,   0.000,   0.466,   3,   0,   3,   1,   2.070,   2.104,   2.039,   2.155,   1.058,   1.058
   0.881,   0.446,   0.448,   0.897,   6,   0.364,   0.723,   9.918,     nan,   9.918,   9.918,   1,   0.000,   0.001,  -0.000,   0.466,   3,   0,   3,   1,   2.075,   2.098,   2.039,   2.155,   1.181,   1.181
   0.856,   0.446,   0.448,   0.897,   6,   0.372,   0.737,   9.550,     nan,   9.550,   9.550,   1,   0.000,   0.001,   0.000,   0.466,   3,   0,   3,   1,   2.071,   2.097,   2.039,   2.155,   1.338,   1.338
   0.745,   0.446,   0.448,   0.897,   6,   0.407,   0.788,   7.127,     nan,   7.127,   7.127,   1,   0.000,   0.005,  -0.000,   0.466,   3,   0,   3,   1,   2.071,   2.106,   2.039,   2.155,   1.036,   1.036
   0.826,   0.446,   0.448,   0.897,   6,   0.408,   0.791,   6.555,     nan,   6.555,   6.555,   1,   0.000,  -0.002,   0.000,   0.466,   3,   0,   3,   1,   2.071,   2.103,   2.039,   2.155,   1.235,   1.235
   0.850,   0.446,   0.448,   0.897,   6,   0.262,   0.532,   7.471,     nan,   7.471,   7.471,   1,   0.000,  -0.000,   0.000,   0.466,   3,   0,   3,   1,   2.070,   2.108,   2.039,   2.155,   0.698,   0.698
   0.836,   0.446,   0.448,   0.897,   6,   0.274,   0.557,   6.474,     nan,   6.474,   6.474,   1,   0.000,  -0.003,   0.000,   0.466,   3,   0,   3,   1,   2.069,   2.105,   2.039,   2.155,   0.846,   0.846
   0.761,   0.446,   0.448,   0.897,   6,   0.071,   0.329,   5.050,     nan,   5.050,   5.050,   1,   0.000,   0.004,   0.000,   0.466,   3,   0,   3,   1,   2.065,   2.106,   2.039,   2.155,   0.797,   0.797
   0.883,   0.446,   0.448,   0.897,   6,   0.080,   0.311,   4.200,     nan,   4.200,   4.200,   1,   0.000,  -0.006,   0.000,   0.466,   3,   0,   3,   1,   2.067,   2.107,   2.039,   2.155,   1.050,   1.050
   0.804,   0.446,   0.448,   0.897,   6,   0.058,   0.345,   6.107,     nan,   6.107,   6.107,   1,   0.000,   0.002,   0.000,   0.466,   3,   0,   3,   1,   2.074,   2.099,   2.039,   2.155,   0.392,   0.392
   0.772,   0.446,   0.448,   0.897,   6,   0.047,   0.358,   4.833,     nan,   4.833,   4.833,   1,   0.000,  -0.000,   0.000,   0.466,   3,   0,   3,   1,   2.063,   2.111,   2.039,   2.155,   0.510,   0.510
   0.844,   0.446,   0.448,   0.897,   6,   0.060,   0.295,   3.660,     nan,   3.660,   3.660,   1,   0.000,   0.001,   0.000,   0.466,   3,   0,   3,   1,   2.085,   2.089,   2.039,   2.155,   0.316,   0.316
   0.720,   0.446,   0.448,   0.897,   6,   0.063,   0.288,   2.370,     nan,   2.370,   2.370,   1,   0.000,  -0.026,  -0.000,   0.466,   3,   0,   3,   1,   2.050,   2.120,   2.039,   2.155,   0.512,   0.512
   0.774,   0.446,   0.448,   0.897,   6,   0.212,   0.419,   5.598,     nan,   5.598,   5.598,   1,   0.000,   0.002,   0.000,   0.466,   3,   0,   3,   1,   2.047,   2.105,   2.039,   2.155,   0.080,   0.080
   0.759,   0.446,   0.448,   0.897,   6,   0.212,   0.421,   4.160,     nan,   4.160,   4.160,   1,   0.000,  -0.010,   0.000,   0.466,   3,   0,   3,   1,   2.051,   2.127,   2.039,   2.155,   0.099,   0.099
   0.691,   0.446,   0.448,   0.897,   6,   0.265,   0.504,   3.667,     nan,   3.667,   3.667,   1,   0.000,   0.007,  -0.000,   0.466,   3,   0,   3,   1,   2.015,   2.124,   2.039,   2.155,   0.422,   0.422
  -2.057,   0.446,   0.448,   0.897,   6,   0.134,   1.730,   2.768,     nan,   2.768,   2.768,   1,   0.000,  -0.096,  -0.000,   0.466,   3,  -1,   3,   0,   1.801,   2.498,   2.039,   2.155,   2.390,   2.390
   0.637,   0.000,   0.446,   0.893,   6,   0.048,   0.451,   7.882,     nan,   7.880,   7.880,   1,   0.000,  -0.000,  -0.000,   0.578,   3,   0,   3,   1,   2.017,   2.118,   1.959,   2.161,   3.067,   3.045
   0.616,   0.000,   0.446,   0.893,   6,   0.026,   0.382,   5.971,     nan,   5.690,   5.690,   1,   0.000,  -0.003,  -0.000,   0.578,   3,   0,   3,   1,   2.026,   2.134,   1.959,   2.161,   2.814,   2.984
   0.704,   0.000,   0.446,   0.893,   6,   0.026,   0.388,   7.364,     nan,   7.137,   7.137,   1,   0.000,  -0.000,   0.000,   0.578,   3,   0,   3,   1,   2.022,   2.117,   1.959,   2.161,   2.878,   3.017
   0.761,   0.000,   0.446,   0.893,   6,   0.040,   0.402,   8.472,     nan,   8.094,   8.094,   1,   0.000,  -0.000,   0.000,   0.578,   3,   0,   3,   1,   2.044,   2.117,   1.959,   2.161,   2.763,   2.888
   0.761,   0.000,   0.446,   0.893,   6,   0.044,   0.401,   8.473,     nan,   8.094,   8.094,   1,   0.000,  -0.000,   0.000,   0.578,   3,   0,   3,   1,   2.044,   2.117,   1.959,   2.161,   2.818,   2.926
   0.845,   0.000,   0.446,   0.893,   6,   0.025,   0.331,   7.228,     nan,   6.574,   6.574,   1,   0.000,  -0.001,   0.000,   0.578,   3,   0,   3,   1,   2.070,   2.116,   1.959,   2.161,   2.494,   2.619
   0.903,   0.000,   0.446,   0.893,   6,   0.024,   0.325,   8.404,     nan,   7.850,   7.850,   1,   0.000,   0.000,   0.000,   0.578,   3,   0,   3,   1,   2.063,   2.104,   1.959,   2.161,   2.599,   2.712
   0.841,   0.000,   0.446,   0.893,   6,   0.027,   0.357,   9.732,     nan,   9.116,   9.116,   1,   0.000,  -0.001,   0.000,   0.578,   3,   0,   3,   1,   2.072,   2.104,   1.959,   2.161,   2.538,   2.623
   0.841,   0.000,   0.446,   0.893,   6,   0.032,   0.357,   9.732,     nan,   9.116,   9.116,   1,   0.000,  -0.001,   0.000,   0.578,   3,   0,   3,   1,   2.072,   2.104,   1.959,   2.161,   2.614,   2.692
   0.872,   0.000,   0.446,   0.893,   6,   0.234,   0.454,   9.105,     nan,   8.289,   8.289,   1,   0.000,   0.000,   0.000,   0.578,   3,   0,   3,   1,   2.072,   2.101,   1.959,   2.161,   2.292,   2.360
   0.891,   0.000,   0.446,   0.893,   6,   0.229,   0.443,  10.051,     nan,   9.321,   9.321,   1,   0.000,   0.000,   0.000,   0.578,   3,   0,   3,   1,   2.082,   2.097,   1.959,   2.161,   2.404,   2.471
   0.913,   0.000,   0.446,   0.893,   6,   0.375,   0.688,  11.515,     nan,  10.767,  10.767,   1,   0.000,   0.000,   0.000,   0.578,   3,   0,   3,   1,   2.077,   2.095,   1.959,   2.161,   2.380,   2.430
   0.913,   0.000,   0.446,   0.893,   6,   0.375,   0.688,  11.516,     nan,  10.768,  10.768,   1,   0.000,   0.000,  -0.000,   0.578,   3,   0,   3,   1,   2.077,   2.095,   1.959,   2.161,   2.462,   2.511
   0.882,   0.000,   0.446,   0.893,   6,   0.366,   0.675,  10.563,     nan,  11.780,  11.780,   1,   0.000,  -0.000,   0.000,   0.578,   3,   0,   3,   1,   2.077,   2.095,   1.959,   2.161,   2.451,   2.360
   0.882,   0.000,   0.446,   0.893,   6,   0.366,   0.675,  10.564,     nan,  11.781,  11.781,   1,   0.000,  -0.000,   0.000,   0.578,   3,   0,   3,   1,   2.077,   2.095,   1.959,   2.161,   2.531,   2.442
   0.908,   0.000,   0.446,   0.893,   6,   0.220,   0.430,   8.103,     nan,   9.337,   9.337,   1,   0.000,   0.000,  -0.000,   0.578,   3,   0,   3,   1,   2.071,   2.101,   1.959,   2.161,   2.383,   2.272
   0.937,   0.000,   0.446,   0.893,   6,   0.214,   0.418,   9.155,     nan,  10.258,  10.258,   1,   0.000,   0.001,  -0.000,   0.578,   3,   0,   3,   1,   2.084,   2.097,   1.959,   2.161,   2.494,   2.384
   0.839,   0.000,   0.446,   0.893,   6,   0.028,   0.357,   9.004,     nan,   9.862,   9.862,   1,   0.000,  -0.000,  -0.000,   0.578,   3,   0,   3,   1,   2.072,   2.107,   1.959,   2.161,   2.646,   2.518
   0.840,   0.000,   0.446,   0.893,   6,   0.032,   0.357,   9.005,     nan,   9.862,   9.862,   1,   0.000,  -0.000,   0.000,   0.578,   3,   0,   3,   1,   2.072,   2.107,   1.959,   2.161,   2.713,   2.596
   0.803,   0.000,   0.446,   0.893,   6,   0.027,   0.339,   6.482,     nan,   7.320,   7.320,   1,   0.000,  -0.002,   0.000,   0.578,   3,   0,   3,   1,   2.071,   2.120,   1.959,   2.161,   2.647,   2.473
   0.880,   0.000,   0.446,   0.893,   6,   0.025,   0.337,   7.774,     nan,   8.483,   8.483,   1,   0.000,  -0.000,   0.000,   0.578,   3,   0,   3,   1,   2.057,   2.108,   1.959,   2.161,   2.736,   2.580
   0.808,   0.000,   0.446,   0.893,   6,   0.028,   0.374,   8.064,     nan,   8.507,   8.507,   1,   0.000,   0.000,   0.000,   0.578,   3,   0,   3,   1,   2.041,   2.118,   1.959,   2.161,   2.912,   2.746
   0.808,   0.000,   0.446,   0.893,   6,   0.033,   0.375,   8.064,     nan,   8.508,   8.508,   1,   0.000,   0.000,   0.000,   0.578,   3,   0,   3,   1,   2.041,   2.118,   1.959,   2.161,   2.947,   2.803
   0.683,   0.000,   0.446,   0.893,   6,   0.025,   0.401,   5.675,     nan,   5.976,   5.976,   1,   0.000,  -0.001,   0.000,   0.578,   3,   0,   3,   1,   2.028,   2.131,   1.959,   2.161,   3.032,   2.792
   0.683,   0.000,   0.446,   0.893,   6,   0.025,   0.402,   7.130,     nan,   7.373,   7.373,   1,   0.000,   0.001,   0.000,   0.578,   3,   0,   3,   1,   2.023,   2.117,   1.959,   2.161,   3.055,   2.860
   0.637,   0.000,   0.446,   0.893,   6,   0.043,   0.451,   7.881,     nan,   7.880,   7.880,   1,   0.000,  -0.000,  -0.000,   0.578,   3,   0,   3,   1,   2.016,   2.118,   1.959,   2.161,   3.053,   3.027
   0.734,   0.000,   0.446,   0.893,   6,   0.044,   0.440,   4.926,     nan,   4.924,   4.924,   1,   0.000,   0.000,   0.000,   0.578,   3,   0,   3,   1,   1.989,   2.136,   1.959,   2.161,   2.999,   2.957
   0.281,   0.000,   0.446,   0.893,   6,   0.028,   0.328,   2.524,     nan,   1.541,   1.541,   1,   0.000,  -0.030,   0.000,   0.578,   3,   0,   3,   1,   1.811,   2.406,   1.959,   2.161,   2.097,   2.494
   0.653,   0.000,   0.446,   0.893,   6,   0.039,   0.358,   3.345,     nan,   2.782,   2.782,   1,   0.000,   0.005,   0.000,   0.578,   3,   0,   3,   1,   1.996,   2.218,   1.959,   2.161,   2.509,   2.830
   0.807,   0.000,   0.446,   0.893,   6,   0.025,   0.356,   4.747,     nan,   4.022,   4.022,   1,   0.000,  -0.004,   0.000,   0.578,   3,   0,   3,   1,   2.046,   2.134,   1.959,   2.161,   2.406,   2.608
   0.832,   0.000,   0.446,   0.893,   6,   0.028,   0.365,   5.881,     nan,   5.319,   5.319,   1,   0.000,   0.000,  -0.000,   0.578,   3,   0,   3,   1,   2.048,   2.113,   1.959,   2.161,   2.576,   2.748
   0.875,   0.000,   0.446,   0.893,   6,   0.031,   0.348,   4.867,     nan,   3.752,   3.752,   1,   0.000,  -0.001,   0.000,   0.578,   3,   0,   3,   1,   2.056,   2.143,   1.959,   2.161,   1.881,   1.968
   1.009,   0.000,   0.446,   0.893,   6,   0.028,   0.346,   5.362,     nan,   4.411,   4.411,   1,   0.000,   0.005,   0.000,   0.578,   3,   0,   3,   1,   2.064,   2.107,   1.959,   2.161,   2.147,   2.277
   0.809,   0.000,   0.446,   0.893,   6,   0.032,   0.320,   6.825,     nan,   5.895,   5.895,   1,   0.000,  -0.002,   0.000,   0.578,   3,   0,   3,   1,   2.071,   2.105,   1.959,   2.161,   2.149,   2.238
   0.914,   0.000,   0.446,   0.893,   6,   0.027,   0.353,   7.636,     nan,   6.827,   6.827,   1,   0.000,  -0.000,   0.000,   0.578,   3,   0,   3,   1,   2.086,   2.093,   1.959,   2.161,   2.313,   2.408
   0.901,   0.000,   0.446,   0.893,   6,   0.274,   0.521,   7.328,     nan,   6.252,   6.252,   1,   0.000,   0.000,   0.000,   0.578,   3,   0,   3,   1,   2.071,   2.109,   1.959,   2.161,   1.784,   1.815
   0.844,   0.000,   0.446,   0.893,   6,   0.255,   0.490,   7.693,     nan,   6.689,   6.689,   1,   0.000,   0.001,   0.000,   0.578,   3,   0,   3,   1,   2.068,   2.111,   1.959,   2.161,   1.983,   2.035
   0.904,   0.000,   0.446,   0.893,   6,   0.391,   0.718,   9.185,     nan,   8.216,   8.216,   1,   0.000,  -0.000,   0.000,   0.578,   3,   0,   3,   1,   2.074,   2.100,   1.959,   2.161,   2.014,   2.054
   0.929,   0.000,   0.446,   0.893,   6,   0.381,   0.700,   9.810,     nan,   8.914,   8.914,   1,   0.000,   0.001,   0.000,   0.578,   3,   0,   3,   1,   2.072,   2.101,   1.959,   2.161,   2.158,   2.205
   0.870,   0.000,   0.446,   0.893,   6,   0.388,   0.715,   7.957,     nan,   9.533,   9.533,   1,   0.000,   0.001,   0.000,   0.578,   3,   0,   3,   1,   2.073,   2.101,   1.959,   2.161,   2.071,   1.998
   0.874,   0.000,   0.446,   0.893,   6,   0.374,   0.691,   8.672,     nan,  10.128,  10.128,   1,   0.000,  -0.002,  -0.000,   0.578,   3,   0,   3,   1,   2.071,   2.102,   1.959,   2.161,   2.225,   2.140
   0.914,   0.000,   0.446,   0.893,   6,   0.269,   0.512,   6.031,     nan,   7.659,   7.659,   1,   0.000,   0.001,   0.000,   0.578,   3,   0,   3,   1,   2.069,   2.111,   1.959,   2.161,   1.825,   1.776
   0.888,   0.000,   0.446,   0.893,   6,   0.245,   0.475,   6.472,     nan,   7.990,   7.990,   1,   0.000,  -0.003,   0.000,   0.578,   3,   0,   3,   1,   2.065,   2.114,   1.959,   2.161,   2.052,   1.967
   0.852,   0.000,   0.446,   0.893,   6,   0.027,   0.344,   5.730,     nan,   7.030,   7.030,   1,   0.000,   0.002,   0.000,   0.578,   3,   0,   3,   1,   2.072,   2.106,   1.959,   2.161,   2.262,   2.129
   0.896,   0.000,   0.446,   0.893,   6,   0.028,   0.365,   6.682,     nan,   7.811,   7.811,   1,   0.000,   0.000,   0.000,   0.578,   3,   0,   3,   1,   2.088,   2.091,   1.959,   2.161,   2.434,   2.292
   0.787,   0.000,   0.446,   0.893,   6,   0.034,   0.361,   3.632,     nan,   5.075,   5.075,   1,   0.000,   0.009,   0.000,   0.578,   3,   0,   3,   1,   2.046,   2.157,   1.959,   2.161,   1.985,   1.868
   0.927,   0.000,   0.446,   0.893,   6,   0.031,   0.359,   4.290,     nan,   5.513,   5.513,   1,   0.000,  -0.006,   0.000,   0.578,   3,   0,   3,   1,   2.054,   2.117,   1.959,   2.161,   2.305,   2.126
   0.826,   0.000,   0.446,   0.893,   6,   0.023,   0.363,   3.937,     nan,   4.789,   4.789,   1,   0.000,  -0.004,   0.000,   0.578,   3,   0,   3,   1,   2.028,   2.134,   1.959,   2.161,   2.649,   2.380
   0.884,   0.000,   0.446,   0.893,   6,   0.024,   0.372,   5.258,     nan,   5.916,   5.916,   1,   0.000,   0.003,   0.000,   0.578,   3,   0,   3,   1,   2.040,   2.116,   1.959,   2.161,   2.783,   2.553
   0.651,   0.000,   0.446,   0.893,   6,   0.017,   0.348,   1.438,     nan,   2.509,   2.509,   1,   0.000,   0.111,  -0.000,   0.578,   3,   0,   3,   1,   1.803,   2.424,   1.959,   2.161,   2.550,   2.059
   0.562,   0.000,   0.446,   0.893,   6,   0.026,   0.391,   2.734,     nan,   3.327,   3.327,   1,   0.000,  -0.005,   0.000,   0.578,   3,   0,   3,   1,   2.003,   2.239,   1.959,   2.161,   2.911,   2.482
   0.443,   0.000,   0.446,   0.893,   6,   0.025,   0.363,   3.477,     nan,   3.472,   3.472,   1,   0.000,  -0.008,  -0.000,   0.578,   3,   0,   3,   1,   2.075,   2.099,   1.959,   2.161,   2.939,   2.887
   1.394,   0.000,   0.446,   0.893,   7,   0.046,   0.495,   0.000,     nan,   1.387,   1.387,   1,   0.000,  -0.239,  -0.000,   0.578,   3,   1,   3,   1,   1.959,   2.161,   1.959,   2.161,     nan,   1.571
   0.653,   0.000,   0.446,   0.893,   6,   0.039,   0.358,   3.346,     nan,   2.782,   2.782,   1,   0.000,   0.005,   0.000,   0.578,   3,   0,   3,   1,   1.996,   2.218,   1.959,   2.161,   0.632,   0.312
   0.281,   0.000,   0.446,   0.893,   6,   0.028,   0.328,   2.525,     nan,   1.541,   1.541,   1,   0.000,  -0.030,  -0.000,   0.578,   3,   0,   3,   1,   1.811,   2.407,   1.959,   2.161,   1.044,   0.647
   0.791,   0.000,   0.446,   0.893,   6,   0.031,   0.398,   3.531,     nan,   2.330,   2.330,   1,   0.000,  -0.004,   0.000,   0.578,   3,   0,   3,   1,   1.972,   2.173,   1.959,   2.161,   1.362,   1.261
   0.791,   0.000,   0.446,   0.893,   6,   0.031,   0.398,   3.531,     nan,   2.330,   2.330,   1,   0.000,  -0.004,  -0.000,   0.578,   3,   0,   3,   1,   1.972,   2.173,   1.959,   2.161,   1.779,   1.881
   1.009,   0.000,   0.446,   0.893,   6,   0.028,   0.346,   5.362,     nan,   4.411,   4.411,   1,   0.000,   0.005,  -0.000,   0.578,   3,   0,   3,   1,   2.064,   2.107,   1.959,   2.161,   0.994,   0.865
